States/UTs,T-Junction - Total Number of Accidents - Number,T-Junction - Persons Killed - Number,T-Junction - Persons Injured - Greviously Injured,T-Junction - Persons Injured - Minor Injury,T-Junction - Persons Injured - Total Injured,Y-Junction - Total Number of Accidents,Y-Junction - Persons Killed,Y-Junction - Persons Injured - Greviously Injured,Y-Junction - Persons Injured - Minor Injury,Y-Junction - Persons Injured - Total Injured,Four arm Junction - Total Number of Accidents,Four arm Junction - Persons Killed,Four arm Junction - Persons Injured - Greviously Injured,Four arm Junction - Persons Injured - Minor Injury,Four arm Junction - Persons Injured - Total Injured,Staggered Junction - Total Number of Accidents,Staggered Junction - Persons Killed,Staggered Junction - Persons Injured - Greviously Injured,Staggered Junction - Persons Injured - Minor Injury,Staggered Junction - Persons Injured - Total Injured,Round about Junction - Total Number of Accidents,Round about Junction - Persons Killed,Round about Junction - Persons Injured - Greviously Injured,Round about Junction - Persons Injured - Minor Injury,Round about Junction - Persons Injured - Total Injured,Others - Total Number of Accidents,Others - Persons Killed,Others - Persons Injured - Greviously Injured,Others - Persons Injured - Minor Injury,Others - Persons Injured - Total Injured,Vehicle ageLess than 5 Years - Total Accidents - Number,Less than 5 Years - Total Accidents - Rank,Less than 5 Years - Persons Killed - Number,Less than 5 Years - Persons Killed - Rank,Less than 5 Years - Persons Injured - Greviously Injured,Less than 5 Years - Persons Injured - Minor Injury,Less than 5 Years - Persons Injured - Total Injured,5.1 - 10 Years - Total Accidents,5.1 - 10 Years - Persons Killed,5.1 - 10 Years - Persons Injured - Greviously Injured,5.1 - 10 Years - Persons Injured - Minor Injury,5.1 - 10 Years - Persons Injured - Total Injured,10.1 - 15 Years - Total Accidents,10.1 - 15 Years - Persons Killed,10.1 - 15 Years - Persons Injured - Greviously Injured,10.1 - 15 Years - Persons Injured - Minor Injury,10.1 - 15 Years - Persons Injured - Total Injured,> 15 Years - Total Accidents,> 15 Years - Persons Killed,> 15 Years - Persons Injured - Greviously Injured,> 15 Years - Persons Injured - Minor Injury,> 15 Years - Persons Injured - Total Injured,Age not known - Total Accidents,Age not known - Persons Killed,Age not known - Persons Injured - Greviously Injured,Age not known - Persons Injured - Minor Injury,Age not known - Persons Injured - Total Injured,Human Age and sex 18 Yrs - Killed - Male,18 Yrs - Killed - Female,18-25 Yrs - Killed - Male,18-25 Yrs - Killed - Female,25-35 Yrs - Killed - Male,25-35 Yrs - Killed - Female,35-40 Yrs - Killed - Male,35-40 Yrs - Killed - Female,45-60 Yrs - Killed - Male,45-60 Yrs - Killed - Female,60 Yrs above - Killed - Male,60 Yrs above - Killed - Female,Age not known - Killed - Male,Age not known - Killed - Female,Non-safety Drivers - Persons Killed - Number,Drivers - Persons Killed - Rank,Drivers - Persons Injured - Greviously Injured,Drivers - Persons Injured - Minor Injury,Drivers - Persons Injured - Total Injured,Passengers - Persons Killed - Number,Passengers - Persons Killed - Rank,Passengers - Persons Injured - Greviously Injured,Passengers - Persons Injured - Minor Injury,Passengers - Persons Injured - Total Injured,Area Residential Area - Total Accidents,Residential Area - Persons Killed,Residential Area - Persons Injured - Greviously Injured,Residential Area - Persons Injured - Minor Injury,Residential Area - Persons Injured - Total Injured,Institutional Area - Total Accidents,Institutional Area - Persons Killed,Institutional Area - Persons Injured - Greviously Injured,Institutional Area - Persons Injured - Minor Injury,Institutional Area - Persons Injured - Total Injured,Market/Commercial Area - Total Accidents,Market/Commercial Area - Persons Killed,Market/Commercial Area - Persons Injured - Greviously Injured,Market/Commercial Area - Persons Injured - Minor Injury,Market/Commercial Area - Persons Injured - Total Injured,Open Area - Total Accidents - Number,Open Area - Total Accidents - Rank,Urban - Total Accidents,Urban - Persons Killed,Urban - Persons Injured - Greviously Injured,Urban - Persons Injured - Minor Injury,Urban - Persons Injured - Total Injured,Rural - Total Accidents,Rural - Persons Killed,Rural - Persons Injured - Greviously Injured,Rural - Persons Injured - Minor Injury,Rural - Persons Injured - Total Injured,Total - Total Accidents,Total - Persons Killed,Total - Persons Injured - Greviously Injured,Total - Persons Injured - Minor Injury,Total - Persons Injured - Total Injured,Load of vehicle Normally Loaded - No. of Accidents,Normally Loaded - No. of Persons - Killed,Normally Loaded - No. of Persons - Injured,Overloaded/Hangin - No. of Accidents,Overloaded/Hangin - No. of Persons - Killed,Overloaded/Hangin - No. of Persons - Injured,Others - No. of Accidents,Others - No. of Persons - Killed,Others - No. of Persons - Injured,Traffic rules Over-Speeding - Number of - Number,Over-Speeding - Number of - Rank,Over-Speeding - Persons Killed - Number,Over-Speeding - Persons Killed - Rank,Over-Speeding - Persons Injured - Greviously Injured,Over-Speeding - Persons Injured - Minor Injury,Over-Speeding - Persons Injured - Total Injured,Drunken Driving/Consumption of Alcohol & Drug - Number of Accidents,Drunken Driving/Consumption of Alcohol & Drug - Persons Killed,Drunken Driving/Consumption of Alcohol & Drug - Persons Injured - Greviously Injured,Drunken Driving/Consumption of Alcohol & Drug - Persons Injured - Minor Injury,Drunken Driving/Consumption of Alcohol & Drug - Persons Injured - Total Injured,Driving on Wrong Side - Number of Accidents,Driving on Wrong Side - Persons Killed,Driving on Wrong Side - Persons Injured - Greviously Injured,Driving on Wrong Side - Persons Injured - Minor Injury,Driving on Wrong Side - Persons Injured - Total Injured,Jumping Red Light - Number of Accidents,Jumping Red Light - Persons Killed,Jumping Red Light - Persons Injured - Greviously Injured,Jumping Red Light - Persons Injured - Minor Injury,Jumping Red Light - Persons Injured - Total Injured,Use of Mobile Phone - Number of Accidents,Use of Mobile Phone - Persons Killed,Weather Sunny/Clear - Total Accidents - Number,Sunny/Clear - Total Accidents - Rank,Sunny/Clear - Persons Killed - Number,Sunny/Clear - Persons Killed - Rank,Sunny/Clear - Persons Injured - Greviously Injured,Sunny/Clear - Persons Injured - Minor Injury,Sunny/Clear - Persons Injured - Total Injured,Rainy - Total Accidents,Rainy - Persons Killed,Rainy - Persons Injured - Greviously Injured,Rainy - Persons Injured - Minor Injury,Rainy - Persons Injured - Total Injured,Foggy & Misty - Total Accidents,Foggy & Misty - Persons Killed,Foggy & Misty - Persons Injured - Greviously Injured,Foggy & Misty - Persons Injured - Minor Injury,Foggy & Misty - Persons Injured - Total Injured,Hail/Sleet - Total Accidents,Hail/Sleet - Persons Killed,Hail/Sleet - Persons Injured - Greviously Injured,Hail/Sleet - Persons Injured - Minor Injury,Hail/Sleet - Persons Injured - Total Injured,Others - Total Accidents,Others - Persons Killed,Others - Persons Injured - Greviously Injured,Others - Persons Injured - Minor Injury,Others - Persons Injured - Total Injured,vehicle type Pedestrian - Male,Pedestrian - Female,Pedestrian - Total,Bycycles - Male,Bycycles - Female,Bycycles - Total,Two Wheelers - Male,Two Wheelers - Female,Two Wheelers - Total,Two Wheelers - Rank,Auto Rickshaws - Male,Auto Rickshaws - Female,Auto Rickshaws - Total,"Cars, taxies Vans & LMV - Male","Cars, taxies Vans & LMV - Female","Cars, taxies Vans & LMV - Total",Trucks/Lorries - Male,Trucks/Lorries - Female,Trucks/Lorries - Total,Buses - Male,Buses - Female,Buses - Total,Other Motor Vehicles - Male,Other Motor Vehicles - Female,Other Motor Vehicles - Total,Other Persons - Male,Other Persons - Female,Other Persons - Total,Type of collision Hit & Run - Total Accidents,Hit & Run - Persons Killed,Hit & Run - Persons Injured - Greviously Injured,Hit & Run - Persons Injured - Minor Injury,Hit & Run - Persons Injured - Total Injured,With Parked Vehicle - Total Accidents,With Parked Vehicle - Persons Killed,With Parked Vehicle - Persons Injured - Greviously Injured,With Parked Vehicle - Persons Injured - Minor Injury,With Parked Vehicle - Persons Injured - Total Injured,Hit from Back - Total Accidents,Hit from Back - Persons Killed,Hit from Back - Persons Injured - Greviously Injured,Hit from Back - Persons Injured - Minor Injury,Hit from Back - Persons Injured - Total Injured,Hit from Side - Total Accidents,Hit from Side - Persons Killed,Hit from Side - Persons Injured - Greviously Injured,Hit from Side - Persons Injured - Minor Injury,Hit from Side - Persons Injured - Total Injured,Run Off Road - Total Accidents,Run Off Road - Persons Killed,Run Off Road - Persons Injured - Greviously Injured,Run Off Road - Persons Injured - Minor Injury,Run Off Road - Persons Injured - Total Injured,Fixed Object - Total Accidents,Fixed Object - Persons Killed,Fixed Object - Persons Injured - Greviously Injured,Fixed Object - Persons Injured - Minor Injury,Fixed Object - Persons Injured - Total Injured,Vehicle Overturn - Total Accidents,Vehicle Overturn - Persons Killed,Vehicle Overturn - Persons Injured - Greviously Injured,Vehicle Overturn - Persons Injured - Minor Injury,Vehicle Overturn - Persons Injured - Total Injured,Head on Collision - Total Accidents - Number,Head on Collision - Total Accident - Rank,Head on Collision - Persons Killed - Number,Head on Collision - Persons Killed - Rank,Head on Collision - Persons Injured - Greviously Injured,Head on Collision - Persons Injured - Minor Injury,Head on Collision - Persons Injured - Total Injured,Others - Total Accidents,Others - Persons Killed,Others - Persons Injured - Greviously Injured,Others - Persons Injured - Minor Injury,Others - Persons Injured - Total Injured,Type of road Straight Road - Number of Accidents - Number,Straight Road - Number of Accidents - Rank,Straight Road - Persons Killed - Number,Straight Road - Persons Killed - Rank,Straight Road - Persons Injured - Greviously Injured,Straight Road - Persons Injured - Minor Injury,Straight Road - Persons Injured - Total Injured,Curved Road - Number of Accidents,Curved Road - Persons Killed,Curved Road - Persons Injured - Greviously Injured,Curved Road - Persons Injured - Minor Injury,Curved Road - Persons Injured - Total Injured,Bridge - Number of Accidents,Bridge - Persons Killed,Bridge - Persons Injured - Greviously Injured,Bridge - Persons Injured - Minor Injury,Bridge - Persons Injured - Total Injured,Culvert - Number of Accidents,Culvert - Persons Killed,Culvert - Persons Injured - Greviously Injured,Culvert - Persons Injured - Minor Injury,Culvert - Persons Injured - Total Injured,Pot Holes - Number of Accidents,Pot Holes - Persons Killed,Pot Holes - Persons Injured - Greviously Injured,Pot Holes - Persons Injured - Minor Injury,Pot Holes - Persons Injured - Total Injured,Steep Grade - Number of Accidents,Steep Grade - Persons Killed,Steep Grade - Persons Injured - Greviously Injured,Steep Grade - Persons Injured - Minor Injury,Steep Grade - Persons Injured - Total Injured,Ongoing Road Works/Under Construction - Number of Accidents,Ongoing Road Works/Under Construction - Persons Killed,Ongoing Road Works/Under Construction - Persons Injured - Greviously Injured,Ongoing Road Works/Under Construction - Persons Injured - Minor Injury,Ongoing Road Works/Under Construction - Persons Injured - Total Injured,Others - Number of Accidents,Others - Persons Killed,Others - Persons Injured - Greviously Injured,Others - Persons Injured - Minor Injury,Others - Persons Injured - Total Injured,License Valid Permanent - Number,Valid Permanent - Rank,Learner's Licence,Without Licence,Others,Total Accidents,Time 06-0900hrs - (Day),09-1200hrs - (Day),12-1500hrs - (Day),15-1800hrs - (Day),18-2100hrs - (Night),21-2400hrs - (Night),00-300hrs - (Night),03-600hrs - (Night),Unknown Time,Total Accidents
Jharkhand,1006,576,396,99,495,623,397,245,79,324,206,191,176,50,226,397,242,230,65,295,365,239,184,44,228,2797,1897,1937,470,2407,1354,19,870,17,827,232,1059,883,602,585,191,776,775,451,456,100,556,784,505,392,77,469,1598,1114,908,207,1115,2,0,9,1,13,2,7,1,5,0,3,0,17,0,246,13,208,48,256,354,15,376,74,450,1007,668,640,151,791,397,230,217,69,286,895,546,539,122,661,2060,21,1852,1109,1043,341,1384,3542,2433,2125,466,2591,5394,3542,3168,807,3975,2255,1488,1852,810,520,672,2329,1534,1451,3064,18,2052,17,1792,496,2288,517,328,279,42,321,401,299,197,72,269,47,31,27,7,34,310,206,2430,22,1629,17,1586,395,1981,837,514,459,127,586,511,331,280,78,358,273,197,164,49,213,1343,871,679,158,837,306,39,345,57,3,60,1397,154,1551,16,172,51,223,336,54,390,255,10,265,112,32,144,224,19,243,303,18,321,1310,951,740,77,817,192,105,102,26,128,724,444,504,106,610,470,281,328,94,422,343,223,213,64,277,222,131,157,67,224,724,463,392,138,530,722,19,516,16,422,101,523,687,428,310,134,444,2209,20,1494,18,1350,335,1685,1144,740,800,188,988,224,170,151,56,207,231,127,140,34,174,119,78,61,10,71,135,92,79,20,99,148,86,60,28,88,1184,755,527,136,663,1253,22,840,1159,2142,5394,694,882,763,851,884,516,326,278,200,5394
Karnataka,2615,508,1269,1250,2519,1449,290,775,655,1430,1610,234,954,664,1618,528,81,333,241,574,221,52,162,100,262,35284,9825,17784,27375,45159,18186,3,4607,2,9340,13828,23168,12569,3252,6962,8745,15707,6217,1662,3132,4454,7586,2784,640,1174,2262,3436,1951,829,669,996,1665,4,0,14,0,15,0,5,0,5,0,3,0,0,0,475,8,856,829,1685,635,8,1541,2161,3702,614,128,220,276,496,1986,327,997,1599,2596,4487,884,2485,2877,5362,34476,1,17284,3530,8656,9899,18555,24423,7460,12621,20386,33007,41707,10990,21277,30285,51562,29405,7597,36582,2717,801,3714,9585,2592,11266,32269,3,8714,3,15682,20204,35886,139,22,59,105,164,1289,262,663,933,1596,69,4,34,27,61,173,44,36518,2,9815,3,18374,26799,45173,3765,880,2068,2668,4736,1414,290,832,816,1648,10,5,3,2,5,0,0,0,0,0,1212,307,1519,46,0,46,4377,520,4897,3,412,130,542,1510,278,1788,934,44,978,521,123,644,465,111,576,0,0,0,3438,1157,1361,1737,3098,1276,342,711,870,1581,15942,4435,8364,10406,18770,7089,1494,3449,5419,8868,1932,461,1230,1785,3015,971,219,389,808,1197,1568,339,701,1282,1983,9234,3,2475,5,4886,7886,12772,257,68,186,92,278,33120,2,8974,2,16780,23130,39910,6347,1477,3307,5175,8482,1448,388,780,1266,2046,234,52,119,252,371,38,10,26,42,68,160,33,66,149,215,356,55,197,266,463,4,1,2,5,7,35576,3,331,3494,2306,41707,4373,6106,6426,7284,8309,4568,2134,2399,108,41707
Kerala,8494,791,6932,2765,9697,3072,292,2490,954,3444,2711,260,2082,908,2990,1302,130,1051,333,1384,553,75,421,181,602,24049,2755,18696,8645,27341,14887,4,1533,13,11951,5179,17130,14274,1496,11203,4972,16175,3868,434,2951,1374,4325,1610,183,1283,542,1825,5542,657,4284,1719,6003,4,0,1,0,1,0,4,0,28,0,48,0,0,0,50,21,202,178,380,165,19,1144,1329,2473,3136,281,2515,1057,3572,1656,186,1315,612,1927,3763,345,2888,1295,4183,6918,10,13312,1228,10222,4435,14657,26869,3075,21450,9351,30801,40181,4303,31672,13786,45458,37473,3972,42434,180,58,254,2528,273,2770,29776,4,2985,13,23831,10158,33989,157,25,53,116,169,1455,115,1161,552,1713,105,8,81,32,113,26,4,35096,4,3663,11,27746,11891,39637,4203,497,3251,1543,4794,882,143,675,352,1027,0,0,0,0,0,0,0,0,0,0,970,280,1250,86,0,86,2018,303,2321,11,129,27,156,269,74,343,45,0,45,39,12,51,34,3,37,14,0,14,1189,124,924,389,1313,359,53,223,145,368,5664,399,4301,2141,6442,7349,477,6029,2661,8690,324,66,257,186,443,499,126,288,240,528,760,114,622,394,1016,7238,6,852,11,6211,2944,9155,16799,2092,12817,4686,17503,28897,4,3082,12,22585,9830,32415,7817,856,6343,2821,9164,453,54,355,170,525,109,15,90,62,152,63,11,40,26,66,74,19,61,38,99,164,21,129,55,184,2604,245,2069,784,2853,33343,4,98,1587,5153,40181,4674,7396,6182,8011,8382,3485,914,1075,62,40181
Madhya Pradesh,7018,1100,860,5857,6717,2878,461,254,2432,2686,3703,375,371,3193,3564,2297,522,255,1845,2100,1989,281,214,1715,1929,33512,7967,4136,33530,37666,21872,2,4203,5,2050,21646,23696,15552,3340,1881,14731,16612,5471,1108,791,4804,5595,3102,675,415,2536,2951,5400,1380,953,4855,5808,20,2,31,8,27,5,21,2,11,0,5,0,0,0,745,3,424,3606,4030,1570,3,699,6644,7343,11607,2100,1206,10794,12000,2436,357,272,1806,2078,6185,779,738,5320,6058,20767,3,22458,3084,2324,19249,21573,28939,7622,3766,29323,33089,51397,10706,6090,48572,54662,27933,6057,30964,5384,1027,5724,18080,3622,17974,39809,2,8635,4,4815,37921,42736,893,145,99,789,888,2953,617,484,2603,3087,99,8,10,68,78,465,61,36312,3,7482,6,4098,34380,38478,4596,976,637,4468,5105,2336,522,434,2235,2669,237,59,56,343,399,7916,1667,865,7146,8011,1203,301,1504,115,17,132,3664,420,4084,4,177,52,229,1227,221,1448,923,94,1017,425,99,524,1155,165,1320,399,49,448,12790,2782,1593,13029,14622,976,136,128,883,1011,8507,1520,1061,7308,8369,4612,723,436,4247,4683,1205,327,214,1264,1478,833,156,48,638,686,2530,567,261,3442,3703,8952,4,2008,7,844,8593,9437,10992,2487,1505,9168,10673,32250,3,6560,6,3691,31080,34771,5447,1159,762,5482,6244,1088,219,98,1064,1162,969,217,116,856,972,182,59,12,102,114,948,186,103,924,1027,2478,588,388,1753,2141,8035,1718,920,7311,8231,39357,2,2491,4597,4952,51397,4388,7941,9127,10066,10061,5791,2250,1756,17,51397
Maharashtra,1846,572,855,552,1407,760,230,276,216,492,883,216,530,276,806,427,120,197,112,309,382,99,220,126,346,31419,12024,18257,9748,28005,11385,5,4323,4,6468,3345,9813,12246,4303,6859,3914,10773,6879,2472,4125,2251,6376,3187,1196,1891,1047,2938,2020,967,992,473,1465,13,2,50,11,35,2,35,4,31,2,4,2,1,0,602,5,899,501,1400,1054,5,2022,1212,3234,9236,3104,5149,2862,8011,3389,1032,2158,1011,3169,5250,1643,3098,1752,4850,17826,4,14668,3996,8199,4648,12847,21049,9265,12136,6382,18518,35717,13261,20335,11030,31365,19111,6778,17410,4960,2331,4043,11646,4152,9912,9956,11,3926,11,5623,3060,8683,188,42,112,85,197,1084,384,562,362,924,98,16,47,47,94,187,55,31243,5,11707,1,17779,9502,27281,3545,1249,1967,1128,3095,756,254,484,346,830,173,51,105,54,159,0,0,0,0,0,2046,469,2515,169,23,192,5343,595,5938,2,412,79,491,1590,302,1892,821,64,885,274,44,318,697,90,787,200,43,243,6258,2527,3098,1969,5067,664,190,428,284,712,8020,2642,4963,2508,7471,5418,1755,3239,1855,5094,1436,526,712,513,1225,1581,462,879,658,1537,2018,780,1302,681,1983,9542,2,4035,2,5347,2418,7765,780,344,367,144,511,27021,5,10344,1,15053,7935,22988,4355,1515,2565,1527,4092,1437,445,964,528,1492,335,89,234,150,384,552,166,353,195,548,679,217,472,211,683,1332,483,690,484,1174,6,2,4,0,4,29958,5,1091,1616,3052,35717,3530,4928,5578,5880,6112,4266,2844,2456,123,35717
Manipur,84,19,52,86,138,20,3,14,25,39,17,3,2,22,24,5,2,3,4,7,9,2,5,11,16,466,105,226,592,818,153,26,24,28,67,223,290,191,43,117,214,331,93,22,36,150,186,65,16,12,87,99,99,29,70,66,136,0,0,2,0,0,0,0,0,1,0,0,0,0,0,14,24,19,68,87,22,24,73,198,271,195,36,82,264,346,48,6,10,72,82,101,14,37,146,183,225,26,198,38,62,269,331,403,96,240,471,711,601,134,302,740,1042,357,79,641,106,26,193,138,29,208,90,30,21,32,52,107,159,74,17,10,105,115,24,6,19,48,67,10,2,6,15,21,29,2,334,26,90,27,201,369,570,102,13,36,149,185,80,9,27,117,144,10,0,0,29,29,75,22,38,76,114,17,4,21,3,0,3,36,3,39,28,5,0,5,22,3,25,28,3,31,2,1,3,7,0,7,0,0,0,51,14,10,69,79,22,6,11,36,47,90,22,40,82,122,138,24,70,174,244,18,6,26,11,37,27,6,4,40,44,48,4,3,96,99,122,25,24,28,87,182,269,85,28,51,50,101,392,25,93,27,219,444,663,122,24,46,193,239,20,3,3,23,26,21,2,8,32,40,2,0,1,0,1,2,0,4,1,5,16,8,5,23,28,26,4,16,24,40,298,27,93,71,139,601,53,100,107,108,149,62,13,9,0,601
Meghalaya,35,11,12,9,21,36,13,14,7,21,10,2,4,2,6,0,0,0,0,0,76,27,27,14,41,242,129,55,61,116,62,30,24,28,15,15,30,36,28,9,1,10,6,5,1,1,2,12,7,2,3,5,283,118,85,73,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,26,11,37,18,26,29,13,42,97,49,28,11,39,12,6,4,1,5,28,15,4,6,10,77,30,249,128,56,57,113,150,54,56,36,92,399,182,112,93,205,51,26,25,51,24,26,297,132,154,64,33,43,29,17,3,20,117,66,43,6,49,49,11,14,19,33,8,6,2,1,3,14,8,115,30,61,28,34,16,50,13,8,3,2,5,8,4,0,3,3,7,2,3,2,5,256,107,72,70,142,16,9,25,0,0,0,24,7,31,29,5,0,5,28,8,36,36,2,38,3,1,4,31,12,43,0,0,0,27,17,8,3,11,11,6,3,2,5,12,7,2,4,6,19,12,4,2,6,9,6,2,1,3,18,8,4,3,7,22,14,7,1,8,42,30,29,27,12,1,13,239,83,70,76,146,36,34,21,32,10,6,16,11,5,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,156,96,85,181,146,30,110,49,94,399,48,48,49,50,46,45,50,63,0,399
Mizoram,6,5,1,6,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,3,1,1,2,41,36,28,42,70,35,32,28,27,17,41,58,12,13,13,6,19,2,1,0,1,1,0,0,0,0,0,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,2,1,3,9,29,7,8,15,26,21,6,14,20,1,0,0,1,1,2,2,0,2,2,23,33,31,23,12,29,41,22,22,18,21,39,53,45,30,50,80,29,30,60,4,3,2,20,12,18,18,35,14,34,7,4,11,16,13,5,10,15,5,3,1,9,10,0,0,0,0,0,0,0,38,35,32,31,20,33,53,5,4,8,4,12,5,4,0,4,4,0,0,0,0,0,5,5,2,9,11,9,0,9,0,0,0,5,1,6,33,2,1,3,8,7,15,3,3,6,2,4,6,0,0,0,0,0,0,14,9,7,15,22,1,0,0,1,1,4,2,0,4,4,4,5,3,0,3,15,15,12,22,34,0,0,0,0,0,0,0,0,0,0,6,35,4,32,1,3,4,9,10,7,5,12,29,35,25,31,21,9,30,12,8,2,27,29,1,0,0,1,1,1,4,1,0,1,0,0,0,0,0,2,1,1,3,4,3,2,4,0,4,5,5,1,10,11,39,35,3,7,4,53,5,5,7,16,7,8,5,0,0,53
Nagaland,114,11,66,68,134,82,15,34,33,67,54,8,16,21,37,0,0,0,0,0,0,0,0,0,0,180,5,28,69,97,127,27,7,34,43,68,111,132,12,49,58,107,72,3,24,15,39,18,4,6,6,12,81,13,22,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,8,13,21,7,30,11,26,37,64,3,14,40,54,30,0,11,12,23,186,9,54,61,115,148,27,268,22,91,104,195,162,17,53,87,140,430,39,144,191,335,135,25,144,0,0,0,295,14,191,199,27,15,33,60,75,135,83,0,24,37,61,72,8,30,25,55,0,0,0,0,0,0,0,245,28,26,33,96,107,203,82,3,22,46,68,97,3,20,32,52,0,0,0,0,0,6,7,6,6,12,6,1,7,0,0,0,4,0,4,35,5,1,6,13,5,18,4,0,4,0,0,0,0,0,0,0,0,0,71,7,27,22,49,24,0,10,16,26,40,0,17,25,42,31,1,10,14,24,152,16,38,43,81,14,2,5,5,10,21,10,16,28,44,76,28,2,35,21,38,59,1,1,0,0,0,249,28,17,34,75,80,155,88,14,30,58,88,0,0,0,0,0,27,1,7,15,22,33,0,12,17,29,15,0,8,9,17,5,0,2,1,3,13,7,10,11,21,166,29,21,115,128,430,54,52,47,62,69,60,32,31,23,430
Orissa,1093,610,660,493,1153,679,287,355,319,674,638,284,358,229,587,244,89,137,93,230,586,179,366,225,591,8022,3866,4346,4213,8559,3717,14,1657,11,2064,1745,3809,3165,1516,1709,1581,3290,1456,660,844,816,1660,1115,538,657,577,1234,1809,944,948,853,1801,30,5,44,1,47,2,36,0,28,2,8,0,2,0,185,16,305,269,574,424,13,605,588,1193,1896,852,1068,910,1978,775,285,495,423,918,1837,827,984,739,1723,4920,14,3726,1597,2077,1660,3737,7536,3718,4145,3912,8057,11262,5315,6222,5572,11794,6128,2769,5988,1977,919,2419,3157,1627,3387,7474,13,3644,12,3993,3882,7875,1220,555,650,462,1112,1002,374,634,564,1198,218,88,153,34,187,611,260,5840,13,2714,13,3074,2899,5973,1974,925,1137,985,2122,1050,517,673,447,1120,277,104,216,86,302,2121,1055,1122,1155,2277,576,130,706,195,10,205,2008,176,2184,13,201,34,235,522,74,596,575,29,604,184,37,221,334,28,362,175,27,202,2183,1089,1174,834,2008,400,154,227,230,457,1581,685,974,606,1580,1065,385,609,531,1140,420,178,210,272,482,588,293,286,326,612,1110,513,580,512,1092,1369,13,669,14,750,725,1475,2546,1349,1412,1536,2948,5743,14,2751,14,3088,2716,5804,2175,969,1147,1146,2293,564,265,347,325,672,396,174,203,218,421,88,35,55,30,85,225,97,125,116,241,402,197,222,215,437,1669,827,1035,806,1841,7369,13,995,1775,1123,11262,1210,1648,1721,1996,2145,1136,576,751,79,11262
Punjab,969,636,341,143,484,584,398,193,106,299,618,436,201,113,314,655,455,206,90,296,605,413,218,85,303,2997,2402,1033,655,1688,1586,18,1120,16,559,342,901,1608,1242,535,252,787,1079,800,339,221,560,1001,637,432,227,659,1154,941,327,150,477,7,2,17,1,25,1,20,0,26,2,21,1,0,0,479,7,213,151,364,584,9,229,177,406,1656,1114,636,350,986,457,322,171,130,301,838,576,326,186,512,2918,18,2828,1982,999,534,1533,3600,2758,1193,658,1851,6428,4740,2192,1192,3384,3055,2356,1546,588,432,425,2785,1952,1413,3335,17,2540,15,1131,490,1621,112,85,44,18,62,1055,759,416,262,678,240,161,74,43,117,252,158,3614,18,2642,14,1282,658,1940,543,364,234,163,397,1177,912,350,162,512,169,139,63,25,88,925,683,263,184,447,360,55,415,116,7,123,1588,218,1806,14,154,39,193,993,216,1209,279,29,308,149,47,196,346,15,361,118,11,129,1498,1186,476,239,715,386,301,117,50,167,1041,706,428,233,661,957,635,388,202,590,218,147,95,46,141,133,93,48,37,85,613,399,193,170,363,922,14,691,13,294,132,426,660,582,153,83,236,4012,17,2995,13,1362,680,2042,761,555,230,160,390,358,262,113,82,195,177,115,67,32,99,109,64,61,33,94,138,100,28,20,48,367,262,137,91,228,506,387,194,94,288,3237,20,689,777,1725,6428,755,802,745,843,1220,845,411,431,376,6428
Rajasthan,1737,648,758,896,1654,567,234,178,348,526,727,245,174,515,689,1583,777,446,1016,1462,629,291,220,407,627,16500,8125,4941,11648,16589,9111,8,4161,6,2804,6186,8990,6818,3308,2115,4848,6963,2256,1084,748,1632,2380,1295,586,389,881,1270,2263,1181,661,1283,1944,7,0,11,2,20,3,5,0,5,0,2,0,8,0,634,4,506,904,1410,1381,4,838,2435,3273,3320,1233,1118,2256,3374,1020,423,423,623,1046,2412,819,729,1674,2403,13108,6,6850,2259,1919,4250,6169,14893,8061,4798,10580,15378,21743,10320,6717,14830,21547,14901,6939,14977,1613,830,1819,5229,2551,4751,20132,6,9618,1,6160,13735,19895,146,52,31,98,129,196,72,74,98,172,12,6,3,8,11,39,18,19487,8,9138,4,6041,13448,19489,225,96,65,169,234,229,145,57,131,188,18,9,5,15,20,1784,932,549,1067,1616,1186,262,1448,58,5,63,3184,332,3516,6,155,38,193,2069,287,2356,1091,62,1153,420,68,488,833,91,924,169,10,179,5750,2718,1918,3722,5640,382,200,154,222,376,4722,2143,1301,2997,4298,2145,834,664,1514,2178,334,164,175,177,352,142,68,35,117,152,963,487,337,978,1315,3935,9,2185,6,1145,2984,4129,3370,1521,988,2119,3107,16342,7,7749,5,4685,11342,16027,1735,861,599,1164,1763,286,110,96,213,309,83,28,26,90,116,81,36,26,57,83,24,17,5,16,21,208,97,72,135,207,2984,1422,1208,1813,3021,19206,7,558,548,1431,21743,2369,3308,3523,4343,4392,2022,895,827,64,21743
